48396,050c00
15505,090f03
11832,08140d
10627,031007
6752,0e1309
6357,040805
5697,091606
5069,101a0e
4601,000d03
4489,171f19
4291,031200
4223,0f1812
4134,151912
4118,30363b
3884,373b47
3734,1f2626
3708,131b16
3517,3e434e
3395,2a3035
3386,35363a
3026,171e1e
2966,3c3d41
2963,242b2a
2730,313540
2563,091213
2542,2f3034
2509,242a2f
2489,1c251e
2432,1c2322
2369,1b1f17
2339,292b2a
2322,010c0d
2078,0f1502
2050,1e2328
2020,111818
2015,373d42
1960,2c2f3a
1869,3a434f
1848,293130
1804,0d110e
1793,3c4153
1774,464a55
1747,0a1200
1731,2d3a4b
1616,434548
1606,0a1916
1595,414a57
1549,1e2b2b
1543,2f312f
1531,151a0b
1511,222524
1505,262f3b
1467,172014
1463,1f2a30
1448,3d3c45
1439,45434c
1432,323b48
1418,1b2933
1387,252f36
1377,131c24
1342,2c3541
1337,182425
1313,121f1b
1296,273540
1289,47515e
1289,131e1f
1281,1c2e3b
1277,354253
1265,3c4a61
1257,363a4c
1253,545964
1251,596a78
1250,172520
1246,212f39
1226,444a5d
1224,192329
1209,15222c
1180,4d525c
1153,5a5965
1141,21251d
1129,1a3047
1101,293b4c
1091,0a171e
1087,495967
1068,3d4e5b
1066,36353f
1065,59606d
1064,151a20
1061,1c2c40
1059,304254
1053,4d4e52
1042,19222d
1024,1f2d46
1001,2c466d
999,2c3a54
982,0b181a
980,223246
971,223442
956,50606f
956,293346
941,2b363d
941,1c1e1d
939,0d1c25
935,232d3f
921,243131
911,323d44
907,1a2436
905,142437
882,0e1d13
859,5f6977
859,504d56
859,263a55
845,202834
842,615f6c
838,27395c
817,4f5865
813,232631
812,2e4047
772,253d61
759,0a1d1d
737,677987
733,353835
725,344a63
716,2a3738
691,1e3659
684,142631
674,263d50
656,192c4e
652,666875
640,011217
638,354569
637,305086
628,0b1828
616,3a537e
605,4f4b5b
602,5c5d60
585,252c24
560,212c4b
548,9acadf
548,425872
536,444150
491,213c56
489,01150d
477,738998
466,88b9d0
457,374140
456,0f2427
452,b5def1
447,7198b1
436,0e2439
426,4a5870
426,486883
419,6288a1
414,444962
405,24486f
401,80a8c2
400,395e96
398,262e46
396,2e4b65
395,234377
393,557890
386,18323f
385,3b5a73
379,2d3859
379,1e3336
378,16223a
373,717883
369,30557e
366,676c6e
364,48628e
358,81b2e8
345,a6dbf1
343,425b6b
342,50566a
331,546780
327,3b628e
325,2c4473
324,74a8c3
322,061c27
320,46504f
318,4a5a7f
316,213764
308,2a322a
307,295189
306,393d56
305,547499
285,010d20
275,b2d5f7
274,386cab
273,8099ac
257,9ec7eb
254,3d6887
246,4f7ea3
245,8eb6d8
245,6f97cf
240,354e5d
237,6c9cc7
236,295692
231,6284aa
230,81b6db
222,516fa1
219,466ea5
217,7194bb
209,6699b5
208,617591
207,abcae0
200,9bb8cf
195,16203e
193,a4d3f8
192,91c6ed
192,557fb6
185,09162e
177,4f6a7a
176,555f5e
169,c4e1ef
165,173b5f
164,80a4cb
164,617fb4
161,5f7a8b
160,515772
156,90a8bc
155,5b9acb
154,828a92
150,163667
147,225895
145,303931
143,467dbc
136,2f76b5
135,0e2040
133,4596d2
133,0c2531
132,06070e
128,6bbaed
126,93b8e8
125,7086a3
121,113e76
111,8cc8e3
105,5893d3
84,092752
80,2d4178
80,215781
77,3f7aa7
75,56bef1
70,2a6391
70,1d1c14
69,389ad3
66,135b99
65,6c7191
65,223369
63,21414b
61,949ca4
57,1e76b3
52,001c2b
38,073f79
27,032855
