6441,675737
6418,4e3724
6143,2c2a1e
5904,14110b
5673,1f1d12
5609,504731
5003,766548
4910,7b562c
4885,a5893e
4853,41362d
4654,171c16
4615,251b12
4582,342920
4551,b3964b
4436,463729
4403,392a1d
4383,584829
4363,3a382a
4274,8b6636
4181,4b3b1a
4075,9c7a33
4018,444832
3973,3b3631
3878,2d2823
3858,735633
3689,5f4729
3573,402a1a
3504,b1873d
3471,616943
3471,4b4734
3388,574531
3371,bf9647
3364,6e5733
3256,43453d
3248,201b17
3229,654823
3193,867846
3148,8e793c
3094,423a1f
3090,5f563f
3082,776937
3081,7f6a2f
3075,563719
3070,685a28
3023,8e7551
3015,947a38
2984,bfa556
2941,6c491f
2941,515b31
2923,232b1f
2908,535740
2886,9c8963
2879,ab9750
2878,b8aa63
2850,605a2d
2836,7e6542
2823,6f693d
2779,33252a
2759,6d7852
2738,78745f
2730,cdb363
2682,9d8944
2675,30392b
2643,a28554
2637,987547
2630,392d11
2626,787948
2620,596947
2594,d1a956
2548,5a534e
2542,837458
2538,425747
2501,69693b
2496,54433a
2477,52544c
2463,886b28
2463,696550
2450,8e875f
2429,5f6652
2411,3b3b1e
2409,d9c47a
2405,634430
2389,415b37
2382,4b433f
2365,675541
2361,a69754
2354,624737
2330,785a23
2328,5d765f
2312,8e8a4b
2299,bea268
2297,6c452b
2279,4b5743
2277,83663d
2259,7d774b
2235,344838
2211,4f6b40
2203,705b21
2193,4f6850
2132,b9a678
2116,726257
2115,554c1d
2110,988947
2087,614b1b
2082,426855
2056,87624a
2039,96672f
2035,865628
2026,553121
2006,507665
1991,869159
1982,2d1c10
1965,8d846c
1951,a09b5b
1938,66876b
1929,51655b
1907,6e7561
1897,5b5a2f
1890,6b9684
1872,5a5642
1862,61635c
1860,a67734
1821,635249
1806,728766
1805,47724b
1804,313635
1773,b09362
1759,5c8673
1749,424c23
1741,888881
1721,809586
1719,ccb074
1706,808669
1696,201a1c
1687,3c4835
1681,afa79e
1676,29381b
1668,242827
1666,8d8276
1655,90a792
1651,5c7a4d
1639,746c2a
1635,9f986f
1633,706863
1604,708475
1598,7f9879
1597,6e654d
1579,667438
1572,437861
1556,70726b
1550,2d2729
1519,9f957d
1513,90967a
1505,b0a881
1459,e4c170
1456,a1cbca
1440,827167
1438,4c4b23
1435,5f746a
1435,2d2d13
1424,837b39
1397,7aa597
1395,2a181a
1385,78523b
1373,4e8777
1359,b5cdc0
1345,9fb8a1
1325,5d9687
1306,764622
1302,c1b990
1300,9e9287
1295,182b20
1284,3e6f67
1274,000000
1273,71aaa1
1231,63aaac
1229,4d3232
1229,344c2a
1207,778887
1206,366953
1202,d9c28a
1198,96a8a9
1197,8bb6a9
1196,315839
1178,a7ad8f
1169,5d8380
1150,5e8d68
1144,25392e
1108,15200d
1106,83aaaf
1101,3c2626
1097,b7b272
1095,2f5246
1038,d9d1a0
1029,baeae8
1027,6c9390
1018,92cace
1012,a5b179
977,468e8a
964,96b281
950,578c8c
946,3b3436
871,76925a
867,d6eee7
863,d6d0c1
835,74a9b2
827,12151b
802,4a484c
800,3f1f11
790,81c7d7
782,3d754c
747,efdb9d
723,9ed0b9
688,334b54
686,586a6a
662,265745
648,1b3820
638,80cbc9
637,2c7163
633,5fab9b
622,479079
610,67cad7
601,9ce7e9
584,63a6bd
545,47889d
529,508d6d
514,c8d1aa
507,202108
491,b4cfa8
490,65361a
477,d9bfa3
472,46aab1
449,5f8797
441,3d6a75
427,9d837e
403,b1815b
402,2f8f91
389,5a2d24
380,496873
377,73605e
364,19332c
344,b4c6d4
328,419ebd
324,79ae89
312,0f352e
301,82706d
295,7ca4c0
272,272b32
237,266378
212,544144
179,a17e76
176,886151
134,3c242b
101,6f646d
100,645055
